num_training_steps,avg_reward
704512.0,-1.2526858276177277
376832.0,-1.211392743111988
1687552.0,-1.2265899051571365
1228800.0,-1.2497541004397232
1310720.0,-1.284472024528473
163840.0,-1.1914907593815474
4096.0,-1.1427104748254842
393216.0,-1.1866396583160468
573440.0,-1.1824935962929148
868352.0,-1.1862821397392584
1753088.0,-1.2627123760009247
950272.0,-1.2031175158910663
737280.0,-1.2172941764670566
442368.0,-1.2687209532698303
786432.0,-1.26081015322046
1802240.0,-1.269369874772425
655360.0,-1.2861520782228795
294912.0,-1.229209636587881
1359872.0,-1.2196015045708202
1114112.0,-1.198534039092817
425984.0,-1.207141469701269
278528.0,-1.2295468088357828
1867776.0,-1.2930995373121106
98304.0,-1.1683391883678493
1703936.0,-1.1912516955425567
16384.0,-1.1333393276361163
1048576.0,-1.1822776148007208
1081344.0,-1.2425389326074008
1540096.0,-1.175718743284682
1425408.0,-1.308420653425071
262144.0,-1.2511036928101147
901120.0,-1.1714665491895546
1474560.0,-1.2726217925678924
1441792.0,-1.2734321652351825
1851392.0,-1.225388778577909
1998848.0,-1.3025923847979153
1572864.0,-1.1644992634954903
884736.0,-1.1638996430750888
32768.0,-1.142484614274784
557056.0,-1.16239152962639
49152.0,-1.1772763065456302
851968.0,-1.1974880548768052
1458176.0,-1.2520862834959425
2015232.0,-1.2631739535442017
1736704.0,-1.2832608852161587
622592.0,-1.197847716425216
458752.0,-1.2441428601928997
819200.0,-1.237749017277073
1015808.0,-1.2251278764525506
671744.0,-1.2570400145764504
311296.0,-1.1856900480705266
65536.0,-1.2563977506613309
1146880.0,-1.1991260461770503
1409024.0,-1.2314224930890174
1589248.0,-1.1975252125524585
1638400.0,-1.2160698703755577
1277952.0,-1.1531938754596711
1818624.0,-1.1776516397796664
770048.0,-1.1848311997807768
327680.0,-1.2623625648163082
344064.0,-1.239615704669508
212992.0,-1.1054270797001653
1966080.0,-1.330455233222497
1507328.0,-1.2198760152829293
1343488.0,-1.224208386587557
933888.0,-1.213788847808768
606208.0,-1.2544302045987754
1261568.0,-1.2289741897302238
1196032.0,-1.3009901780816795
131072.0,-1.1399969593558639
229376.0,-1.0758162740481678
1785856.0,-1.2615433940154148
1392640.0,-1.247260015777448
1605632.0,-1.2915143488278504
180224.0,-1.131975481559572
966656.0,-1.2179203088197468
753664.0,-1.2678968219587368
917504.0,-1.2565364912027515
1245184.0,-1.1850917839999788
1654784.0,-1.3046316983723996
507904.0,-1.195565404055294
1671168.0,-1.2215046083279646
1933312.0,-1.2384156677046507
1490944.0,-1.247213766982558
1523712.0,-1.2472423263203707
1769472.0,-1.3081116372391306
147456.0,-1.0993814718199681
720896.0,-1.1547596244918636
1720320.0,-1.2353972378254758
1884160.0,-1.1792320434399812
81920.0,-1.1584379452634757
1835008.0,-1.1665218115617249
589824.0,-1.252333861201478
1163264.0,-1.1639461920033387
491520.0,-1.2294230753516215
475136.0,-1.1353966162103528
1327104.0,-1.2352192140305913
1179648.0,-1.2343416771310367
688128.0,-1.257841169987971
1212416.0,-1.171825067899225
360448.0,-1.2417417342011532
1130496.0,-1.2536057515428007
1622016.0,-1.2712063154119142
114688.0,-1.1669040903998118
1097728.0,-1.3129214233019375
540672.0,-1.219267215502412
409600.0,-1.2421922737960502
1032192.0,-1.225192235732177
1376256.0,-1.2308349902062587
802816.0,-1.248350475434036
1556480.0,-1.193494586912781
835584.0,-1.2643725051846901
245760.0,-1.1247066845285474
196608.0,-1.1609346400862612
1916928.0,-1.249128294462827
999424.0,-1.1470813683593972
1949696.0,-1.2328407841453566
524288.0,-1.2025194958060448
1064960.0,-1.3159902384940856
1900544.0,-1.2700228514903817
1294336.0,-1.244223087594639
983040.0,-1.173710318818702
1982464.0,-1.1826922538680242
638976.0,-1.2102076368639003
